source target "does edge exist"
340 55 0
340 58 0
340 71 0
340 72 0
340 77 0
340 79 0
340 85 0
340 86 0
340 101 0
340 106 0
340 121 0
340 131 0
340 143 0
340 149 0
340 153 0
340 157 0
340 199 0
340 1384652 0
340 204 0
340 206 0
340 216 0
340 219 0
340 224 0
340 225 0
340 233 0
340 234 0
340 245 0
340 267 0
340 2089740 0
340 271 0
340 275 0
340 280 0
340 287 0
340 303 0
340 305 0
340 308 0
340 312 0
340 313 0
340 316 0
340 318 0
340 328 0
340 357 0
340 363 0
340 341 0
340 350 0
267 17 0
267 25 0
267 26 0
267 27 0
267 30 0
267 32 0
267 34 0
267 35 0
267 36 0
267 39 0
267 40 0
267 45 0
267 50 0
267 55 0
267 58 0
267 71 0
267 72 0
267 77 0
267 79 0
267 85 0
267 86 0
267 92 0
267 101 0
267 106 0
267 121 0
267 131 0
267 143 0
267 149 0
267 153 0
267 157 0
267 199 0
267 1384652 0
267 204 0
267 206 0
267 216 0
267 219 0
267 224 0
267 225 0
267 233 0
267 234 0
267 245 0
267 328 0
267 2089740 0
267 271 0
267 275 0
267 341 0
267 280 0
267 350 0
267 287 0
267 357 0
267 363 0
267 303 0
267 304 0
267 305 0
267 308 0
267 312 0
267 313 0
267 316 0
267 318 0
34 45 1
34 17 0
34 25 0
34 26 0
34 27 0
34 30 0
34 32 0
34 2089740 0
34 271 0
34 275 0
34 280 0
34 287 0
34 35 0
34 36 0
34 39 0
34 40 0
34 303 0
34 304 0
34 50 0
34 305 0
34 308 0
34 55 0
34 312 0
34 313 0
34 58 0
34 316 0
34 318 0
34 71 0
34 72 0
34 328 0
34 77 0
34 79 0
34 85 0
34 86 0
34 341 0
34 92 0
34 350 0
34 101 0
34 357 0
34 106 0
34 363 0
34 121 0
34 131 0
34 143 0
34 149 0
34 153 0
34 157 0
34 199 0
34 1384652 0
34 204 0
34 206 0
34 216 0
34 219 0
34 224 0
34 225 0
34 233 0
34 234 0
34 245 0
72 58 1
72 308 1
72 17 0
72 25 0
72 26 0
72 27 0
72 30 0
72 32 0
72 35 0
72 36 0
72 39 0
72 40 0
72 45 0
72 50 0
72 55 0
72 71 0
72 2089740 0
72 271 0
72 275 0
72 280 0
72 287 0
72 303 0
72 304 0
72 305 0
72 312 0
72 313 0
72 316 0
72 318 0
72 328 0
72 77 0
72 79 0
72 85 0
72 86 0
72 341 0
72 92 0
72 350 0
72 101 0
72 357 0
72 106 0
72 363 0
72 121 0
72 131 0
72 143 0
72 149 0
72 153 0
72 157 0
72 199 0
72 1384652 0
72 204 0
72 206 0
72 216 0
72 219 0
72 224 0
72 225 0
72 233 0
72 234 0
72 245 0
287 17 0
287 25 0
287 26 0
287 27 0
287 30 0
287 32 0
287 35 0
287 36 0
287 39 0
287 40 0
287 45 0
287 50 0
287 55 0
287 58 0
287 71 0
287 77 0
287 79 0
287 85 0
287 86 0
287 92 0
287 101 0
287 106 0
287 121 0
287 131 0
287 143 0
287 149 0
287 153 0
287 157 0
287 199 0
287 1384652 0
287 204 0
287 206 0
287 216 0
287 219 0
287 224 0
287 225 0
287 233 0
287 234 0
287 245 0
287 2089740 0
287 271 0
287 275 0
287 280 0
287 328 0
287 341 0
287 350 0
287 357 0
287 363 0
287 303 0
287 304 0
287 305 0
287 308 0
287 312 0
287 313 0
287 316 0
287 318 0
58 305 1
58 92 1
58 204 1
58 2089740 1
58 17 0
58 25 0
58 26 0
58 27 0
58 30 0
58 32 0
58 35 0
58 36 0
58 39 0
58 40 0
58 45 0
58 50 0
58 55 0
58 271 0
58 275 0
58 280 0
58 303 0
58 304 0
58 308 0
58 312 0
58 313 0
58 316 0
58 318 0
58 71 0
58 328 0
58 77 0
58 79 0
58 85 0
58 86 0
58 341 0
58 350 0
58 101 0
58 357 0
58 106 0
58 363 0
58 121 0
58 131 0
58 143 0
58 149 0
58 153 0
58 157 0
58 199 0
58 1384652 0
58 206 0
58 216 0
58 219 0
58 224 0
58 225 0
58 233 0
58 234 0
58 245 0
17 36 1
17 2089740 0
17 271 0
17 275 0
17 280 0
17 25 0
17 26 0
17 27 0
17 30 0
17 32 0
17 35 0
17 39 0
17 40 0
17 45 0
17 303 0
17 304 0
17 50 0
17 305 0
17 308 0
17 55 0
17 312 0
17 313 0
17 316 0
17 318 0
17 71 0
17 328 0
17 77 0
17 79 0
17 85 0
17 86 0
17 341 0
17 92 0
17 350 0
17 101 0
17 357 0
17 106 0
17 363 0
17 121 0
17 131 0
17 143 0
17 149 0
17 153 0
17 157 0
17 199 0
17 1384652 0
17 204 0
17 206 0
17 216 0
17 219 0
17 224 0
17 225 0
17 233 0
17 234 0
17 245 0
304 271 1
304 25 0
304 26 0
304 27 0
304 30 0
304 32 0
304 35 0
304 36 0
304 39 0
304 40 0
304 45 0
304 50 0
304 55 0
304 71 0
304 77 0
304 79 0
304 85 0
304 86 0
304 92 0
304 101 0
304 106 0
304 121 0
304 131 0
304 143 0
304 149 0
304 153 0
304 157 0
304 199 0
304 1384652 0
304 204 0
304 206 0
304 216 0
304 219 0
304 224 0
304 225 0
304 233 0
304 234 0
304 245 0
304 2089740 0
304 275 0
304 280 0
304 303 0
304 350 0
304 357 0
304 328 0
304 363 0
304 305 0
304 308 0
304 341 0
304 312 0
304 313 0
304 316 0
304 318 0
40 25 0
40 26 0
40 27 0
40 30 0
40 32 0
40 35 0
40 36 0
40 39 0
40 2089740 0
40 271 0
40 275 0
40 280 0
40 45 0
40 303 0
40 50 0
40 305 0
40 308 0
40 55 0
40 312 0
40 313 0
40 316 0
40 318 0
40 71 0
40 328 0
40 77 0
40 79 0
40 85 0
40 86 0
40 341 0
40 92 0
40 350 0
40 101 0
40 357 0
40 106 0
40 363 0
40 121 0
40 131 0
40 143 0
40 149 0
40 153 0
40 157 0
40 199 0
40 1384652 0
40 204 0
40 206 0
40 216 0
40 219 0
40 224 0
40 225 0
40 233 0
40 234 0
40 245 0
26 35 1
26 350 1
26 25 0
26 2089740 0
26 271 0
26 275 0
26 280 0
26 27 0
26 30 0
26 32 0
26 36 0
26 39 0
26 45 0
26 303 0
26 50 0
26 305 0
26 308 0
26 55 0
26 312 0
26 313 0
26 316 0
26 318 0
26 71 0
26 328 0
26 77 0
26 79 0
26 85 0
26 86 0
26 341 0
26 92 0
26 101 0
26 357 0
26 106 0
26 363 0
26 121 0
26 131 0
26 143 0
26 149 0
26 153 0
26 157 0
26 199 0
26 1384652 0
26 204 0
26 206 0
26 216 0
26 219 0
26 224 0
26 225 0
26 233 0
26 234 0
26 245 0
25 2089740 0
25 271 0
25 275 0
25 280 0
25 27 0
25 30 0
25 32 0
25 35 0
25 36 0
25 39 0
25 45 0
25 303 0
25 50 0
25 305 0
25 308 0
25 55 0
25 312 0
25 313 0
25 316 0
25 318 0
25 71 0
25 328 0
25 77 0
25 79 0
25 85 0
25 86 0
25 341 0
25 92 0
25 350 0
25 101 0
25 357 0
25 106 0
25 363 0
25 121 0
25 131 0
25 143 0
25 149 0
25 153 0
25 157 0
25 199 0
25 1384652 0
25 204 0
25 206 0
25 216 0
25 219 0
25 224 0
25 225 0
25 233 0
25 234 0
25 245 0
225 27 0
225 30 0
225 32 0
225 35 0
225 36 0
225 39 0
225 45 0
225 50 0
225 55 0
225 71 0
225 77 0
225 79 0
225 85 0
225 86 0
225 92 0
225 101 0
225 106 0
225 121 0
225 131 0
225 143 0
225 149 0
225 153 0
225 157 0
225 199 0
225 1384652 0
225 204 0
225 206 0
225 216 0
225 219 0
225 224 0
225 2089740 0
225 271 0
225 275 0
225 280 0
225 303 0
225 305 0
225 308 0
225 312 0
225 313 0
225 316 0
225 318 0
225 328 0
225 341 0
225 350 0
225 357 0
225 233 0
225 234 0
225 363 0
225 245 0
106 149 1
106 27 0
106 30 0
106 32 0
106 35 0
106 36 0
106 39 0
106 45 0
106 50 0
106 55 0
106 71 0
106 77 0
106 79 0
106 85 0
106 86 0
106 92 0
106 101 0
106 131 0
106 2089740 0
106 143 0
106 271 0
106 275 0
106 280 0
106 153 0
106 157 0
106 303 0
106 305 0
106 308 0
106 312 0
106 313 0
106 316 0
106 318 0
106 199 0
106 328 0
106 1384652 0
106 204 0
106 206 0
106 341 0
106 216 0
106 219 0
106 350 0
106 224 0
106 357 0
106 233 0
106 234 0
106 363 0
106 245 0
106 121 0
149 27 0
149 30 0
149 32 0
149 35 0
149 36 0
149 39 0
149 45 0
149 50 0
149 55 0
149 71 0
149 77 0
149 79 0
149 85 0
149 86 0
149 92 0
149 101 0
149 121 0
149 131 0
149 143 0
149 2089740 0
149 271 0
149 275 0
149 280 0
149 153 0
149 157 0
149 303 0
149 305 0
149 308 0
149 312 0
149 313 0
149 316 0
149 318 0
149 199 0
149 328 0
149 1384652 0
149 204 0
149 206 0
149 341 0
149 216 0
149 219 0
149 350 0
149 224 0
149 357 0
149 233 0
149 234 0
149 363 0
149 245 0
245 27 0
245 30 0
245 32 0
245 35 0
245 36 0
245 39 0
245 45 0
245 50 0
245 55 0
245 71 0
245 77 0
245 79 0
245 85 0
245 86 0
245 92 0
245 101 0
245 121 0
245 131 0
245 143 0
245 153 0
245 157 0
245 199 0
245 1384652 0
245 204 0
245 206 0
245 216 0
245 219 0
245 224 0
245 233 0
245 234 0
245 328 0
245 2089740 0
245 271 0
245 275 0
245 341 0
245 280 0
245 350 0
245 357 0
245 363 0
245 303 0
245 305 0
245 308 0
245 312 0
245 313 0
245 316 0
245 318 0
35 27 0
35 30 0
35 32 0
35 2089740 0
35 271 0
35 275 0
35 280 0
35 36 0
35 39 0
35 45 0
35 303 0
35 50 0
35 305 0
35 308 0
35 55 0
35 312 0
35 313 0
35 316 0
35 318 0
35 71 0
35 328 0
35 77 0
35 79 0
35 85 0
35 86 0
35 341 0
35 92 0
35 350 0
35 101 0
35 357 0
35 363 0
35 121 0
35 131 0
35 143 0
35 153 0
35 157 0
35 199 0
35 1384652 0
35 204 0
35 206 0
35 216 0
35 219 0
35 224 0
35 233 0
35 234 0
39 357 1
39 27 0
39 30 0
39 32 0
39 36 0
39 2089740 0
39 271 0
39 275 0
39 280 0
39 45 0
39 303 0
39 50 0
39 305 0
39 308 0
39 55 0
39 312 0
39 313 0
39 316 0
39 318 0
39 71 0
39 328 0
39 77 0
39 79 0
39 85 0
39 86 0
39 341 0
39 92 0
39 350 0
39 101 0
39 363 0
39 121 0
39 131 0
39 143 0
39 153 0
39 157 0
39 199 0
39 1384652 0
39 204 0
39 206 0
39 216 0
39 219 0
39 224 0
39 233 0
39 234 0
121 363 1
121 27 0
121 30 0
121 32 0
121 36 0
121 45 0
121 50 0
121 55 0
121 71 0
121 77 0
121 79 0
121 85 0
121 86 0
121 92 0
121 101 0
121 131 0
121 2089740 0
121 143 0
121 271 0
121 275 0
121 280 0
121 153 0
121 157 0
121 303 0
121 305 0
121 308 0
121 312 0
121 313 0
121 316 0
121 318 0
121 199 0
121 328 0
121 1384652 0
121 204 0
121 206 0
121 341 0
121 216 0
121 219 0
121 350 0
121 224 0
121 357 0
121 233 0
121 234 0
143 275 1
143 27 0
143 30 0
143 32 0
143 36 0
143 45 0
143 50 0
143 55 0
143 71 0
143 77 0
143 79 0
143 85 0
143 86 0
143 92 0
143 101 0
143 131 0
143 2089740 0
143 271 0
143 280 0
143 153 0
143 157 0
143 303 0
143 305 0
143 308 0
143 312 0
143 313 0
143 316 0
143 318 0
143 199 0
143 328 0
143 1384652 0
143 204 0
143 206 0
143 341 0
143 216 0
143 219 0
143 350 0
143 224 0
143 357 0
143 233 0
143 234 0
143 363 0
71 357 1
71 27 0
71 30 0
71 32 0
71 36 0
71 45 0
71 50 0
71 55 0
71 2089740 0
71 271 0
71 275 0
71 280 0
71 303 0
71 305 0
71 308 0
71 312 0
71 313 0
71 316 0
71 318 0
71 328 0
71 77 0
71 79 0
71 85 0
71 86 0
71 341 0
71 92 0
71 350 0
71 101 0
71 363 0
71 131 0
71 153 0
71 157 0
71 199 0
71 1384652 0
71 204 0
71 206 0
71 216 0
71 219 0
71 224 0
71 233 0
71 234 0
275 1384652 1
275 27 0
275 30 0
275 32 0
275 36 0
275 45 0
275 50 0
275 55 0
275 77 0
275 79 0
275 85 0
275 86 0
275 92 0
275 101 0
275 131 0
275 153 0
275 157 0
275 199 0
275 204 0
275 206 0
275 216 0
275 219 0
275 224 0
275 233 0
275 234 0
275 2089740 0
275 271 0
275 328 0
275 341 0
275 280 0
275 350 0
275 357 0
275 363 0
275 303 0
275 305 0
275 308 0
275 312 0
275 313 0
275 316 0
275 318 0
316 27 0
316 30 0
316 32 0
316 36 0
316 45 0
316 50 0
316 55 0
316 77 0
316 79 0
316 85 0
316 86 0
316 92 0
316 101 0
316 131 0
316 153 0
316 157 0
316 199 0
316 1384652 0
316 204 0
316 206 0
316 216 0
316 219 0
316 224 0
316 233 0
316 234 0
316 2089740 0
316 271 0
316 280 0
316 303 0
316 305 0
316 308 0
316 312 0
316 313 0
316 350 0
316 357 0
316 328 0
316 363 0
316 341 0
316 318 0
2089740 79 1
2089740 45 1
2089740 27 0
2089740 30 0
2089740 32 0
2089740 36 0
2089740 50 0
2089740 55 0
2089740 77 0
2089740 85 0
2089740 86 0
2089740 92 0
2089740 101 0
2089740 131 0
2089740 153 0
2089740 157 0
2089740 199 0
2089740 1384652 0
2089740 204 0
2089740 206 0
2089740 216 0
2089740 219 0
2089740 224 0
2089740 233 0
2089740 234 0
2089740 328 0
2089740 271 0
2089740 341 0
2089740 280 0
2089740 350 0
2089740 357 0
2089740 363 0
2089740 303 0
2089740 305 0
2089740 308 0
2089740 312 0
2089740 313 0
2089740 318 0
79 27 0
79 30 0
79 32 0
79 36 0
79 45 0
79 50 0
79 55 0
79 77 0
79 271 0
79 280 0
79 303 0
79 305 0
79 308 0
79 312 0
79 313 0
79 318 0
79 328 0
79 85 0
79 86 0
79 341 0
79 92 0
79 350 0
79 101 0
79 357 0
79 363 0
79 131 0
79 153 0
79 157 0
79 199 0
79 1384652 0
79 204 0
79 206 0
79 216 0
79 219 0
79 224 0
79 233 0
79 234 0
305 27 0
305 30 0
305 32 0
305 36 0
305 45 0
305 50 0
305 55 0
305 77 0
305 85 0
305 86 0
305 92 0
305 101 0
305 131 0
305 153 0
305 157 0
305 199 0
305 1384652 0
305 204 0
305 206 0
305 216 0
305 219 0
305 224 0
305 233 0
305 234 0
305 271 0
305 280 0
305 303 0
305 328 0
305 341 0
305 350 0
305 357 0
305 363 0
305 308 0
305 312 0
305 313 0
305 318 0
312 303 1
312 27 0
312 30 0
312 32 0
312 36 0
312 45 0
312 50 0
312 55 0
312 77 0
312 85 0
312 86 0
312 92 0
312 101 0
312 131 0
312 153 0
312 157 0
312 199 0
312 1384652 0
312 204 0
312 206 0
312 216 0
312 219 0
312 224 0
312 233 0
312 234 0
312 271 0
312 280 0
312 308 0
312 350 0
312 357 0
312 328 0
312 363 0
312 341 0
312 313 0
312 318 0
303 341 1
303 27 0
303 30 0
303 32 0
303 36 0
303 45 0
303 50 0
303 55 0
303 77 0
303 85 0
303 86 0
303 92 0
303 101 0
303 131 0
303 153 0
303 157 0
303 199 0
303 1384652 0
303 204 0
303 206 0
303 216 0
303 219 0
303 224 0
303 233 0
303 234 0
303 271 0
303 280 0
303 328 0
303 350 0
303 357 0
303 363 0
303 308 0
303 313 0
303 318 0
27 271 0
27 280 0
27 30 0
27 32 0
27 36 0
27 45 0
27 50 0
27 308 0
27 55 0
27 313 0
27 318 0
27 328 0
27 77 0
27 85 0
27 86 0
27 341 0
27 92 0
27 350 0
27 101 0
27 357 0
27 363 0
27 131 0
27 153 0
27 157 0
27 199 0
27 1384652 0
27 204 0
27 206 0
27 216 0
27 219 0
27 224 0
27 233 0
27 234 0
350 30 0
350 32 0
350 36 0
350 45 0
350 50 0
350 55 0
350 77 0
350 85 0
350 86 0
350 92 0
350 101 0
350 131 0
350 153 0
350 157 0
350 199 0
350 1384652 0
350 204 0
350 206 0
350 216 0
350 219 0
350 224 0
350 233 0
350 234 0
350 271 0
350 280 0
350 308 0
350 313 0
350 318 0
350 328 0
350 341 0
350 363 0
350 357 0
157 30 0
157 32 0
157 36 0
157 45 0
157 50 0
157 55 0
157 77 0
157 85 0
157 86 0
157 92 0
157 101 0
157 131 0
157 153 0
157 271 0
157 280 0
157 308 0
157 313 0
157 318 0
157 199 0
157 328 0
157 1384652 0
157 204 0
157 206 0
157 341 0
157 216 0
157 219 0
157 224 0
157 357 0
157 233 0
157 234 0
157 363 0
1384652 92 1
1384652 30 0
1384652 32 0
1384652 36 0
1384652 45 0
1384652 50 0
1384652 55 0
1384652 77 0
1384652 85 0
1384652 86 0
1384652 101 0
1384652 131 0
1384652 153 0
1384652 199 0
1384652 271 0
1384652 280 0
1384652 308 0
1384652 313 0
1384652 318 0
1384652 328 0
1384652 204 0
1384652 206 0
1384652 341 0
1384652 216 0
1384652 219 0
1384652 224 0
1384652 357 0
1384652 233 0
1384652 234 0
1384652 363 0
308 30 0
308 32 0
308 36 0
308 45 0
308 50 0
308 55 0
308 77 0
308 85 0
308 86 0
308 92 0
308 101 0
308 131 0
308 153 0
308 199 0
308 204 0
308 206 0
308 216 0
308 219 0
308 224 0
308 233 0
308 234 0
308 271 0
308 280 0
308 357 0
308 328 0
308 363 0
308 341 0
308 313 0
308 318 0
341 30 0
341 32 0
341 36 0
341 45 0
341 50 0
341 55 0
341 77 0
341 85 0
341 86 0
341 92 0
341 101 0
341 131 0
341 153 0
341 199 0
341 204 0
341 206 0
341 216 0
341 219 0
341 224 0
341 233 0
341 234 0
341 271 0
341 280 0
341 313 0
341 318 0
341 328 0
341 357 0
341 363 0
77 30 0
77 32 0
77 36 0
77 45 0
77 50 0
77 55 0
77 271 0
77 280 0
77 313 0
77 318 0
77 328 0
77 85 0
77 86 0
77 92 0
77 101 0
77 357 0
77 363 0
77 131 0
77 153 0
77 199 0
77 204 0
77 206 0
77 216 0
77 219 0
77 224 0
77 233 0
77 234 0
30 271 0
30 280 0
30 32 0
30 36 0
30 45 0
30 50 0
30 55 0
30 313 0
30 318 0
30 328 0
30 85 0
30 86 0
30 92 0
30 101 0
30 357 0
30 363 0
30 131 0
30 153 0
30 199 0
30 204 0
30 206 0
30 216 0
30 219 0
30 224 0
30 233 0
30 234 0
55 32 0
55 36 0
55 45 0
55 50 0
55 271 0
55 280 0
55 313 0
55 318 0
55 328 0
55 85 0
55 86 0
55 92 0
55 101 0
55 357 0
55 363 0
55 131 0
55 153 0
55 199 0
55 204 0
55 206 0
55 216 0
55 219 0
55 224 0
55 233 0
55 234 0
50 32 0
50 36 0
50 45 0
50 271 0
50 280 0
50 313 0
50 318 0
50 328 0
50 85 0
50 86 0
50 92 0
50 101 0
50 357 0
50 363 0
50 131 0
50 153 0
50 199 0
50 204 0
50 206 0
50 216 0
50 219 0
50 224 0
50 233 0
50 234 0
131 32 0
131 36 0
131 45 0
131 85 0
131 86 0
131 92 0
131 101 0
131 271 0
131 280 0
131 153 0
131 313 0
131 318 0
131 199 0
131 328 0
131 204 0
131 206 0
131 216 0
131 219 0
131 224 0
131 357 0
131 233 0
131 234 0
131 363 0
357 32 0
357 36 0
357 45 0
357 85 0
357 86 0
357 92 0
357 101 0
357 153 0
357 199 0
357 204 0
357 206 0
357 216 0
357 219 0
357 224 0
357 233 0
357 234 0
357 271 0
357 280 0
357 313 0
357 318 0
357 328 0
357 363 0
45 92 1
45 32 0
45 36 0
45 271 0
45 280 0
45 313 0
45 318 0
45 328 0
45 85 0
45 86 0
45 101 0
45 363 0
45 153 0
45 199 0
45 204 0
45 206 0
45 216 0
45 219 0
45 224 0
45 233 0
45 234 0
199 32 0
199 36 0
199 85 0
199 86 0
199 92 0
199 101 0
199 153 0
199 271 0
199 280 0
199 313 0
199 318 0
199 328 0
199 204 0
199 206 0
199 216 0
199 219 0
199 224 0
199 233 0
199 234 0
199 363 0
36 32 0
36 271 0
36 280 0
36 313 0
36 318 0
36 328 0
36 85 0
36 86 0
36 92 0
36 101 0
36 363 0
36 153 0
36 204 0
36 206 0
36 216 0
36 219 0
36 224 0
36 233 0
36 234 0
224 32 0
224 85 0
224 86 0
224 92 0
224 101 0
224 153 0
224 204 0
224 206 0
224 216 0
224 219 0
224 271 0
224 280 0
224 313 0
224 318 0
224 328 0
224 233 0
224 234 0
224 363 0
92 32 0
92 85 0
92 86 0
92 271 0
92 280 0
92 153 0
92 313 0
92 318 0
92 328 0
92 204 0
92 206 0
92 216 0
92 219 0
92 101 0
92 233 0
92 234 0
92 363 0
328 32 0
328 85 0
328 86 0
328 101 0
328 153 0
328 204 0
328 206 0
328 216 0
328 219 0
328 233 0
328 234 0
328 271 0
328 280 0
328 313 0
328 318 0
328 363 0
234 32 0
234 85 0
234 86 0
234 101 0
234 153 0
234 204 0
234 206 0
234 216 0
234 219 0
234 233 0
234 271 0
234 280 0
234 363 0
234 313 0
234 318 0
318 32 0
318 85 0
318 86 0
318 101 0
318 153 0
318 204 0
318 206 0
318 216 0
318 219 0
318 233 0
318 271 0
318 280 0
318 313 0
318 363 0
271 32 0
271 85 0
271 86 0
271 101 0
271 153 0
271 204 0
271 206 0
271 216 0
271 219 0
271 233 0
271 280 0
271 363 0
271 313 0
216 32 0
216 85 0
216 86 0
216 101 0
216 153 0
216 204 0
216 206 0
216 280 0
216 313 0
216 219 0
216 233 0
216 363 0
233 32 0
233 85 0
233 86 0
233 101 0
233 153 0
233 204 0
233 206 0
233 219 0
233 280 0
233 363 0
233 313 0
206 32 0
206 85 0
206 86 0
206 101 0
206 153 0
206 204 0
206 280 0
206 313 0
206 219 0
206 363 0
85 32 0
85 280 0
85 313 0
85 86 0
85 101 0
85 363 0
85 153 0
85 204 0
85 219 0
204 32 0
204 86 0
204 101 0
204 153 0
204 280 0
204 313 0
204 219 0
204 363 0
313 32 1
313 86 0
313 101 0
313 153 0
313 219 0
313 280 0
313 363 0
32 280 0
32 86 0
32 101 0
32 363 0
32 153 0
32 219 0
101 280 1
101 86 0
101 153 0
101 219 0
101 363 0
219 153 1
219 86 1
219 280 0
219 363 0
363 86 0
363 153 0
363 280 0
153 86 0
153 280 0
280 86 0
